Word,Rank,Frequency
guard?,8865,1
"gis,",8866,1
angle,8867,1
tarquin,8868,1
affrighted:,8869,1
fought,8870,1
guifts.,8871,1
open'd,8872,1
priest),8873,1
madnesse.,8874,1
scornes,8875,1
"smiling,",8876,1
whispers,8877,1
knaues,8878,1
"merry,",8879,1
sound.,8880,1
applauses,8881,1
strong:,8882,1
dispatch,8883,1
sister's,8884,1
"garments,",8885,1
thinke.,8886,1
boy;,8887,1
vnwilling,8888,1
are?,8889,1
arrest),8890,1
besmerch,8891,1
reueale,8892,1
"ancestor,",8893,1
"prythee,",8894,1
nipping,8895,1
seal'd?,8896,1
spleene,8897,1
casuall,8898,1
hand:,8899,1
"powerfully,",8900,1
"trade,",8901,1
"ripe,",8902,1
wax,8903,1
"inforced,",8904,1
sequell,8905,1
greefes:,8906,1
exceed,8907,1
dream't,8908,1
neglect;,8909,1
slighted,8910,1
caska;,8911,1
draughts,8912,1
masters?,8913,1
disprooue,8914,1
"scoenes,",8915,1
womanish,8916,1
twentieth,8917,1
"heape,",8918,1
"cobler,",8919,1
murrellus,8920,1
"driue,",8921,1
craft.,8922,1
defiance,8923,1
escorted?,8924,1
after.,8925,1
feeds,8926,1
strangely?,8927,1
"tempest,",8928,1
bellow,8929,1
ore-sway,8930,1
"dally,",8931,1
"workman,",8932,1
maker;,8933,1
"celebrated,",8934,1
marrie,8935,1
errand,8936,1
"sports,",8937,1
impresse,8938,1
storie.,8939,1
scullion?,8940,1
speakes:,8941,1
faile;,8942,1
erring,8943,1
vsurpe,8944,1
boades,8945,1
dearest,8946,1
sith,8947,1
then.,8948,1
italy,8949,1
sharpe,8950,1
"office,",8951,1
knowledge,8952,1
spend,8953,1
body:,8954,1
being.,8955,1
"witnesse,",8956,1
regards,8957,1
winner,8958,1
addicted,8959,1
encounter,8960,1
preuaile,8961,1
point?,8962,1
beseech'd,8963,1
calmes,8964,1
conspiracie.,8965,1
"christian,",8966,1
reueng'd,8967,1
vp?,8968,1
glasse,8969,1
waites,8970,1
touched,8971,1
vnhappily,8972,1
"betime,",8973,1
immediately.,8974,1
better),8975,1
doubted.,8976,1
faded,8977,1
mine's,8978,1
ligarius:,8979,1
trick'd,8980,1
lust,8981,1
fertile;,8982,1
shuffel'd,8983,1
define,8984,1
temple,8985,1
coronets:,8986,1
neere:,8987,1
villaine:,8988,1
mistake,8989,1
3.ple.,8990,1
vildely,8991,1
"squadrons,",8992,1
plautus,8993,1
heap'd,8994,1
god?,8995,1
children?,8996,1
milkie,8997,1
"lips,",8998,1
prodigious,8999,1
"dungeon,",9000,1
besmeare,9001,1
eldest,9002,1
distrust,9003,1
shadow:,9004,1
argument,9005,1
owne;,9006,1
vntrod,9007,1
excellence,9008,1
mettels,9009,1
1.player.,9010,1
cannons,9011,1
posture,9012,1
boyes,9013,1
cryedst,9014,1
"accurst,",9015,1
sits;,9016,1
ha',9017,1
scap'd,9018,1
circumscrib'd,9019,1
"lighted,",9020,1
highly,9021,1
"those,",9022,1
dipping,9023,1
roasted,9024,1
a-nights,9025,1
shockes,9026,1
miching,9027,1
"nunnery,",9028,1
holiday?,9029,1
emphasis?,9030,1
town-cryer,9031,1
springs,9032,1
article,9033,1
daintier,9034,1
funerall:,9035,1
allies,9036,1
quietus,9037,1
"staffe,",9038,1
showt.,9039,1
"speechlesse,",9040,1
perils,9041,1
mainly,9042,1
wide:,9043,1
"howting,",9044,1
(not,9045,1
frends:,9046,1
wild,9047,1
holla,9048,1
royally:,9049,1
norwey:,9050,1
extant,9051,1
challenger,9052,1
br.,9053,1
flashes,9054,1
solid,9055,1
bestow'd.,9056,1
character.,9057,1
companions,9058,1
remain,9059,1
error,9060,1
"daysie,",9061,1
extremity:,9062,1
forged,9063,1
"shouell,",9064,1
past.,9065,1
"sorrie,",9066,1
clamors,9067,1
"portents,",9068,1
fye,9069,1
"height,",9070,1
"sighing,",9071,1
aygre,9072,1
calumny.,9073,1
dupt,9074,1
ambiguous,9075,1
threaten,9076,1
"takes,",9077,1
obedience,9078,1
far,9079,1
wer't,9080,1
enterprize.,9081,1
"waight,",9082,1
chide,9083,1
"rite,",9084,1
surly,9085,1
tyrannie,9086,1
"wood,",9087,1
dy'de,9088,1
rebell,9089,1
"pigeon-liuer'd,",9090,1
stinglesse,9091,1
extasie?,9092,1
mutines,9093,1
narrow:,9094,1
foode,9095,1
"bodies,",9096,1
o're-doing,9097,1
"sufferance,",9098,1
gold:,9099,1
brau'd,9100,1
sprung,9101,1
burthen!,9102,1
minerall,9103,1
decline.,9104,1
pittifull,9105,1
mention,9106,1
rosincrane.,9107,1
retreat.,9108,1
profession?,9109,1
temperance,9110,1
slaughter,9111,1
dye.,9112,1
lone,9113,1
"clay,",9114,1
porpentine:,9115,1
meanes:,9116,1
answering,9117,1
must:,9118,1
"wiues,",9119,1
compleat,9120,1
esteem'd,9121,1
a-part,9122,1
fame,9123,1
performe;,9124,1
mouth-,9125,1
"winking,",9126,1
ha't,9127,1
vnpacke,9128,1
pronounc'd?,9129,1
"damn'd,",9130,1
shine:,9131,1
bear't,9132,1
secret.,9133,1
weapons;,9134,1
accident:,9135,1
weepe?,9136,1
backward,9137,1
bastard,9138,1
quality:,9139,1
nothing?,9140,1
sardis,9141,1
dalliance,9142,1
attyre?,9143,1
enemie.,9144,1
marriage.,9145,1
shee's,9146,1
"quick-siluer,",9147,1
stoopes,9148,1
offall?,9149,1
pit.,9150,1
behold:,9151,1
howling?,9152,1
fayl'd,9153,1
"brasse,",9154,1
churchyards,9155,1
vnderstood,9156,1
flattered.,9157,1
"brood,",9158,1
herald,9159,1
neither.,9160,1
parthia,9161,1
offering,9162,1
"walke,",9163,1
villaine?,9164,1
a-while.,9165,1
"estate,",9166,1
"horsemen,",9167,1
anchyses,9168,1
pompey;,9169,1
"propertie,",9170,1
altogether.,9171,1
rated,9172,1
welcom,9173,1
sending.,9174,1
"haunt,",9175,1
"lords,",9176,1
riuals,9177,1
proclaim'd,9178,1
high-sighted-tyranny,9179,1
"browes,",9180,1
bethinke,9181,1
presage.,9182,1
wedding,9183,1
"behaued,",9184,1
rapsidie,9185,1
follow.,9186,1
see's,9187,1
infects,9188,1
"foolerie,",9189,1
theame,9190,1
faculty?,9191,1
"offer,",9192,1
sirra,9193,1
letter,9194,1
carrion,9195,1
throwes,9196,1
mute,9197,1
history,9198,1
latest,9199,1
"delay,",9200,1
well-tooke,9201,1
humour?,9202,1
heauen?,9203,1
waited,9204,1
vnproportion'd,9205,1
paines,9206,1
combatted:,9207,1
cloake,9208,1
lugge,9209,1
"drinking,",9210,1
crowing,9211,1
foolerie,9212,1
forget:,9213,1
shoote.,9214,1
violet,9215,1
impartment,9216,1
capeable.,9217,1
willes,9218,1
physicke,9219,1
gulfe,9220,1
roughly,9221,1
burnt,9222,1
youth:,9223,1
applaud,9224,1
"worst,",9225,1
ended.,9226,1
o're-sized,9227,1
modell,9228,1
iemme,9229,1
"troubles,",9230,1
wounded?,9231,1
vanished,9232,1
pledge,9233,1
damnation:,9234,1
knowne.,9235,1
"windlesses,",9236,1
coronet,9237,1
"byrth,",9238,1
handy-worke,9239,1
cup:,9240,1
boystrous,9241,1
brainish,9242,1
horsses,9243,1
"stone,",9244,1
don'd,9245,1
bastard:,9246,1
"wrongs,",9247,1
"refresht,",9248,1
"kings,",9249,1
arriued.,9250,1
accord,9251,1
thus;,9252,1
vrg'd,9253,1
blowne,9254,1
lions,9255,1
coarses,9256,1
petition,9257,1
"yeeld,",9258,1
"tongues,",9259,1
"ragges,",9260,1
acted,9261,1
at.,9262,1
oathes.,9263,1
th'art,9264,1
coniur'd,9265,1
"childe,",9266,1
"baby,",9267,1
enmity,9268,1
gently;,9269,1
"french,",9270,1
mortiz'd,9271,1
weapon?,9272,1
crack,9273,1
load,9274,1
vndeseruers,9275,1
cyn.,9276,1
sight!,9277,1
wracke,9278,1
"deepe,",9279,1
"legges,",9280,1
graue's,9281,1
steps,9282,1
day-,9283,1
infirmitie.,9284,1
whereat,9285,1
ninth,9286,1
portia?,9287,1
naue,9288,1
affraid?,9289,1
loue),9290,1
"bloodie,",9291,1
delicate,9292,1
"deare,",9293,1
returning,9294,1
envenom'd:,9295,1
law?,9296,1
foorth.,9297,1
(marcellus,9298,1
o're-shot,9299,1
dismay.,9300,1
oft?,9301,1
vessell,9302,1
engendred,9303,1
shoulders,9304,1
euer-preserued,9305,1
"wittingly,",9306,1
throat;,9307,1
triuiall,9308,1
grasse-greene,9309,1
clouts,9310,1
"verses,",9311,1
"victorie,",9312,1
interre,9313,1
(at,9314,1
calumnious,9315,1
"iaw-bone,",9316,1
alijs.,9317,1
"epitaph,",9318,1
iephta?,9319,1
blame.,9320,1
vnmanly,9321,1
begin.,9322,1
"foame,",9323,1
conceald,9324,1
"course,",9325,1
asse),9326,1
farthest,9327,1
"honourable,",9328,1
teares:,9329,1
practise,9330,1
hurts,9331,1
harrowes,9332,1
much?,9333,1
hacke,9334,1
"guildenstern,",9335,1
ducates,9336,1
o're-throwne?,9337,1
loosed,9338,1
insurrection.,9339,1
greeuous,9340,1
them-,9341,1
streets.,9342,1
pit:,9343,1
louers,9344,1
credent,9345,1
"toward,",9346,1
slanders,9347,1
collection;,9348,1
o'recame,9349,1
torches.,9350,1
"want,",9351,1
acrosse,9352,1
importun'd,9353,1
heede,9354,1
ominous,9355,1
beare),9356,1
"rubbish,",9357,1
whats,9358,1
shee,9359,1
ministring,9360,1
flearing,9361,1
drink,9362,1
dispatcht;,9363,1
enuious.,9364,1
"strumpet-fortune,",9365,1
